id,desc,good_id,good_num,start_time,uid
1001377,Repay_Text_20,220203,74,1772337601,1764251871698
1001378,Repay_Text_20,401300001,4,1772337601,1764251871698
1001379,Repay_Text_20,405231005,6,1772337601,1764251871698
1001380,Repay_Text_20,508053001,2,1772337601,1931401832976
1001381,Repay_Text_20,509093003,2,1772337601,1931401832976
1001382,Repay_Text_20,508053004,2,1772337601,1931401832976
1001383,Repay_Text_20,220203,76,1772337601,1931401832976
1001384,Repay_Text_20,203035,6,1772337601,1931401832976
1001385,Repay_Text_20,401300001,1,1772337601,1931401832976
1001386,Repay_Text_20,405231005,6,1772337601,1931401832976
1001387,Repay_Text_20,509093002,1,1772337601,1862507112950
1001388,Repay_Text_20,220005,85,1772337601,1862507112950
1001389,Repay_Text_20,220203,77,1772337601,1862507112950
1001390,Repay_Text_20,203035,3,1772337601,1862507112950
1001391,Repay_Text_20,401300001,4,1772337601,1862507112950
1001392,Repay_Text_20,405231005,6,1772337601,1862507112950
1001393,Repay_Text_20,251,1,1772337601,1862507112950
1001394,Repay_Text_20,509093001,1,1772337601,380652234660
1001395,Repay_Text_20,230002,107,1772337601,380652234660
1001396,Repay_Text_20,509093002,2,1772337601,380652234660
1001397,Repay_Text_20,509093003,2,1772337601,380652234660
1001398,Repay_Text_20,295,4050,1772337601,380652234660
1001399,Repay_Text_20,297,60000,1772337601,380652234660
1001400,Repay_Text_20,153,387,1772337601,380652234660
1001401,Repay_Text_20,411115002,2,1772337601,380652234660
1001402,Repay_Text_20,156,45,1772337601,380652234660
1001403,Repay_Text_20,203038,2,1772337601,380652234660
1001404,Repay_Text_20,230001,84,1772337601,1319700277548
1001405,Repay_Text_20,509093003,2,1772337601,1319700277548
1001406,Repay_Text_20,220005,14,1772337601,1319700277548
1001407,Repay_Text_20,151,5,1772337601,1319700277548
1001408,Repay_Text_20,251,1,1772337601,1319700277548
1001409,Repay_Text_20,509093003,1,1772337601,1409390225697
1001410,Repay_Text_20,295,17350,1772337601,1409390225697
1001411,Repay_Text_20,203035,18,1772337601,1409390225697
1001412,Repay_Text_20,251,2,1772337601,1409390225697
1001413,Repay_Text_20,203038,12,1772337601,1409390225697
1001414,Repay_Text_20,230001,131,1772337601,1353851939129
1001415,Repay_Text_20,203035,6,1772337601,1353851939129
